d,m,topk,relmse,caterr
5,2000,100,22.128509379432423,89
10,2000,100,11.638829361001354,95
20,2000,100,5.984136882437907,93
30,2000,100,3.336074818199952,81
50,2000,100,1.1402882075049148,18
75,2000,100,0.7387701563533701,10
90,2000,100,0.6304482376090118,6
100,2000,100,0.5898744641620862,11
150,2000,100,0.5276129926822329,6
200,2000,100,0.5493544378566145,8
250,2000,100,0.5631458362177527,8
300,2000,100,0.579695328733129,10
500,2000,100,0.6025301164230742,8
